VIN,body_exit_time,body_cycle_min,body_extra_delay_min,actual_body_sequence
VIN0036629,9/30/2024 18:10,5.0737519,0,36627
VIN0036623,9/30/2024 18:13,3.3571048,32.2710712,36628
VIN0036630,9/30/2024 18:16,3.8739742,0,36629
VIN0036631,9/30/2024 18:21,3.3023439,0,36630
VIN0036632,9/30/2024 18:26,3.6738686,0,36631
VIN0036633,9/30/2024 18:31,4.4163384,0,36632
VIN0036634,9/30/2024 18:36,4.6352827,0,36633
VIN0036635,9/30/2024 18:41,4.2180002,0,36634
VIN0036636,9/30/2024 18:47,3.5793793,0,36635
VIN0036637,9/30/2024 18:51,3.4764089,0,36636
VIN0036638,9/30/2024 18:57,4.9364309,0,36637
VIN0036639,9/30/2024 19:02,4.3276463,0,36638
VIN0036640,9/30/2024 19:07,2.7967375,0,36639
VIN0036641,9/30/2024 19:12,3.9245109,0,36640
VIN0036624,9/30/2024 19:16,4.1018348,90,36641
VIN0036642,9/30/2024 19:17,3.4790978,0,36642
VIN0036643,9/30/2024 19:22,4.1833884,0,36643
VIN0036644,9/30/2024 19:27,4.0169889,0,36644
VIN0036645,9/30/2024 19:32,4.7086746,0,36645
VIN0036646,9/30/2024 19:37,3.9448868,0,36646
VIN0036647,9/30/2024 19:42,4.1557712,0,36647
VIN0036648,10/1/2024 6:04,4.7998851,0,36648
VIN0036649,10/1/2024 6:09,3.1433971,0,36649
VIN0036650,10/1/2024 6:14,3.6776242,0,36650
VIN0036651,10/1/2024 6:19,3.5893859,0,36651
VIN0036652,10/1/2024 6:24,3.9562222,0,36652
VIN0036654,10/1/2024 6:34,3.7295785,0,36653
VIN0036655,10/1/2024 6:39,4.572466,0,36654
VIN0036653,10/1/2024 6:40,4.8804163,11.0472436,36655
VIN0036656,10/1/2024 6:43,3.8629849,0,36656
VIN0036657,10/1/2024 6:48,4.3752071,0,36657
VIN0036658,10/1/2024 6:53,4.1301914,0,36658
VIN0036659,10/1/2024 6:58,4.3208386,0,36659
VIN0036660,10/1/2024 7:03,4.1311717,0,36660
VIN0036661,10/1/2024 7:08,4.1593659,0,36661
VIN0036663,10/1/2024 7:17,4.1982061,0,36662
VIN0036664,10/1/2024 7:22,4.1204037,0,36663
VIN0036665,10/1/2024 7:27,3.9093556,0,36664
VIN0036666,10/1/2024 7:32,5.6660378,0,36665
VIN0036662,10/1/2024 7:33,4.0936865,20.6802691,36666
VIN0036667,10/1/2024 7:37,4.2019821,0,36667
VIN0036668,10/1/2024 7:42,4.1110439,0,36668
VIN0036669,10/1/2024 7:47,4.2085883,0,36669
VIN0036670,10/1/2024 7:52,3.5189316,0,36670
VIN0036671,10/1/2024 7:57,4.7331016,0,36671
VIN0036672,10/1/2024 8:02,4.4205597,0,36672
VIN0036674,10/1/2024 8:11,4.7458236,0,36673
VIN0036673,10/1/2024 8:15,4.8702535,8.1253703,36674
VIN0036675,10/1/2024 8:16,4.9242749,0,36675
VIN0036676,10/1/2024 8:21,3.9989667,0,36676
VIN0036677,10/1/2024 8:26,5.1625929,0,36677
VIN0036678,10/1/2024 8:31,4.6449801,0,36678
VIN0036679,10/1/2024 8:36,4.0948618,0,36679
VIN0036680,10/1/2024 8:40,3.7066512,0,36680
VIN0036681,10/1/2024 8:46,3.6836454,0,36681
VIN0036682,10/1/2024 8:50,4.5639304,0,36682
VIN0036683,10/1/2024 8:55,4.1511655,0,36683
VIN0036684,10/1/2024 9:00,4.3382565,0,36684
VIN0036685,10/1/2024 9:05,3.6999559,0,36685
VIN0036686,10/1/2024 9:10,3.7543186,0,36686
VIN0036687,10/1/2024 9:15,4.0287783,0,36687
VIN0036688,10/1/2024 9:19,4.7957131,0,36688
VIN0036690,10/1/2024 9:29,3.5092983,0,36689
VIN0036691,10/1/2024 9:34,4.5496423,0,36690
VIN0036692,10/1/2024 9:39,3.7266183,0,36691
VIN0036693,10/1/2024 9:44,3.288491,0,36692
VIN0036695,10/1/2024 9:54,4.2662872,0,36693
VIN0036689,10/1/2024 9:59,3.9995944,35.145456,36694
VIN0036696,10/1/2024 10:00,3.365599,0,36695
VIN0036694,10/1/2024 10:01,4.1483661,11.5828351,36696
VIN0036697,10/1/2024 10:04,4.6949955,0,36697
VIN0036698,10/1/2024 10:08,4.2579483,0,36698
VIN0036699,10/1/2024 10:13,4.3458804,0,36699
VIN0036700,10/1/2024 10:18,3.3982485,0,36700
VIN0036701,10/1/2024 10:23,4.0625779,0,36701
VIN0036702,10/1/2024 10:28,4.4322429,0,36702
VIN0036703,10/1/2024 10:33,4.7544809,0,36703
VIN0036704,10/1/2024 10:38,4.228842,0,36704
VIN0036705,10/1/2024 10:42,3.5424046,0,36705
VIN0036706,10/1/2024 10:47,4.0111424,0,36706
VIN0036707,10/1/2024 10:52,4.3680622,0,36707
VIN0036708,10/1/2024 10:57,4.150004,0,36708
VIN0036709,10/1/2024 11:02,4.7716364,0,36709
VIN0036710,10/1/2024 11:07,3.412456,0,36710
VIN0036711,10/1/2024 11:12,3.5751114,0,36711
VIN0036712,10/1/2024 11:17,4.304133,0,36712
VIN0036713,10/1/2024 11:22,3.3946567,0,36713
VIN0036714,10/1/2024 11:27,4.1571856,0,36714
VIN0036715,10/1/2024 11:31,4.1388811,0,36715
VIN0036716,10/1/2024 11:37,4.8740537,0,36716
VIN0036717,10/1/2024 11:41,3.8979762,0,36717
VIN0036718,10/1/2024 11:46,3.4934145,0,36718
VIN0036719,10/1/2024 11:51,4.0007673,0,36719
VIN0036720,10/1/2024 11:56,3.7361222,0,36720
VIN0036721,10/1/2024 12:00,3.7838895,0,36721
VIN0036722,10/1/2024 12:05,4.483538,0,36722
VIN0036723,10/1/2024 12:10,4.6202447,0,36723
VIN0036724,10/1/2024 12:15,4.523327,0,36724
VIN0036725,10/1/2024 12:20,4.1753093,0,36725
VIN0036726,10/1/2024 12:25,3.5879982,0,36726
VIN0036727,10/1/2024 12:30,3.3106623,0,36727
VIN0036729,10/1/2024 12:40,4.0031576,0,36728
VIN0036730,10/1/2024 12:44,4.2406355,0,36729
VIN0036731,10/1/2024 12:49,4.5021797,0,36730
VIN0036728,10/1/2024 12:51,3.604241,15.7983188,36731
VIN0036732,10/1/2024 12:55,3.985948,0,36732
VIN0036733,10/1/2024 12:59,3.3965882,0,36733
VIN0036734,10/1/2024 13:04,4.276216,0,36734
VIN0036735,10/1/2024 13:09,3.8357084,0,36735
VIN0036736,10/1/2024 13:14,4.3489333,0,36736
VIN0036738,10/1/2024 13:24,5.0810615,0,36737
VIN0036739,10/1/2024 13:29,4.0665486,0,36738
VIN0036737,10/1/2024 13:33,4.83267,14.0290967,36739
VIN0036740,10/1/2024 13:34,4.2456286,0,36740
VIN0036741,10/1/2024 13:38,3.1309723,0,36741
VIN0036742,10/1/2024 13:43,3.6870626,0,36742
VIN0036743,10/1/2024 13:48,4.644172,0,36743
VIN0036744,10/1/2024 13:53,4.2435802,0,36744
VIN0036745,10/1/2024 13:58,4.2526419,0,36745
VIN0036746,10/1/2024 14:03,4.1766531,0,36746
VIN0036747,10/1/2024 14:07,3.9629832,0,36747
VIN0036748,10/1/2024 14:12,4.9761433,0,36748
VIN0036749,10/1/2024 14:18,3.8254269,0,36749
VIN0036751,10/1/2024 14:27,3.4907921,0,36750
VIN0036752,10/1/2024 14:32,4.0665257,0,36751
VIN0036750,10/1/2024 14:34,4.374894,11.9016164,36752
VIN0036753,10/1/2024 14:38,4.499555,0,36753
VIN0036754,10/1/2024 14:42,4.0769277,0,36754
VIN0036755,10/1/2024 14:46,4.1664897,0,36755
VIN0036756,10/1/2024 14:52,4.0391173,0,36756
VIN0036757,10/1/2024 14:56,4.4374749,0,36757
VIN0036758,10/1/2024 15:01,4.112231,0,36758
VIN0036759,10/1/2024 15:06,4.1624766,0,36759
VIN0036760,10/1/2024 15:11,3.9964742,0,36760
VIN0036762,10/1/2024 15:21,4.7641866,0,36761
VIN0036761,10/1/2024 15:26,4.0022135,9.9488378,36762
VIN0036763,10/1/2024 15:27,4.4150796,0,36763
VIN0036764,10/1/2024 15:31,4.4056133,0,36764
VIN0036765,10/1/2024 15:36,4.9458823,0,36765
VIN0036766,10/1/2024 15:40,4.1681531,0,36766
VIN0036767,10/1/2024 15:46,4.6529938,0,36767
VIN0036768,10/1/2024 15:50,3.755283,0,36768
VIN0036769,10/1/2024 15:55,4.6591256,0,36769
VIN0036770,10/1/2024 16:00,4.277128,0,36770
VIN0036771,10/1/2024 16:05,4.3440563,0,36771
VIN0036772,10/1/2024 16:09,4.2347151,0,36772
VIN0036773,10/1/2024 16:15,3.54701,0,36773
VIN0036775,10/1/2024 16:24,4.502013,0,36774
VIN0036774,10/1/2024 16:28,4.2401303,8.0854873,36775
VIN0036776,10/1/2024 16:29,3.9000846,0,36776
VIN0036777,10/1/2024 16:34,4.2356059,0,36777
VIN0036778,10/1/2024 16:40,4.2701808,0,36778
VIN0036779,10/1/2024 16:44,4.3646549,0,36779
VIN0036780,10/1/2024 16:49,4.650943,0,36780
VIN0036781,10/1/2024 16:54,3.6347684,0,36781
VIN0036782,10/1/2024 16:58,3.4363552,0,36782
VIN0036783,10/1/2024 17:04,4.5397917,0,36783
VIN0036785,10/1/2024 17:14,3.9424498,0,36784
VIN0036786,10/1/2024 17:18,4.2081802,0,36785
VIN0036787,10/1/2024 17:23,3.8069417,0,36786
VIN0036788,10/1/2024 17:28,3.8812247,0,36787
VIN0036789,10/1/2024 17:33,4.5868796,0,36788
VIN0036784,10/1/2024 17:34,3.9913352,25.9887812,36789
VIN0036790,10/1/2024 17:38,3.7102794,0,36790
VIN0036791,10/1/2024 17:42,5.2274392,0,36791
VIN0036792,10/1/2024 17:48,2.8475529,0,36792
VIN0036793,10/1/2024 17:52,3.5828511,0,36793
VIN0036794,10/1/2024 17:57,4.9778982,0,36794
VIN0036795,10/1/2024 18:03,4.1949601,0,36795
VIN0036796,10/1/2024 18:07,4.652314,0,36796
VIN0036797,10/1/2024 18:12,3.7504761,0,36797
VIN0036798,10/1/2024 18:16,4.3956822,0,36798
VIN0036799,10/1/2024 18:22,4.7813529,0,36799
VIN0036800,10/1/2024 18:27,3.1352362,0,36800
VIN0036801,10/1/2024 18:32,3.9427666,0,36801
VIN0036802,10/2/2024 6:04,4.7795814,0,36802
VIN0036803,10/2/2024 6:09,4.6007763,0,36803
VIN0036804,10/2/2024 6:13,4.982924,0,36804
VIN0036805,10/2/2024 6:18,4.3532523,0,36805
VIN0036806,10/2/2024 6:23,4.2204509,0,36806
VIN0036807,10/2/2024 6:28,4.9688011,0,36807
VIN0036809,10/2/2024 6:37,4.0639539,0,36808
VIN0036810,10/2/2024 6:42,3.766793,0,36809
VIN0036808,10/2/2024 6:47,4.4661971,14.647475,36810
VIN0036811,10/2/2024 6:48,3.8420366,0,36811
VIN0036812,10/2/2024 6:52,5.095674,0,36812
VIN0036813,10/2/2024 6:56,3.1460809,0,36813
VIN0036814,10/2/2024 7:01,4.0196456,0,36814
VIN0036815,10/2/2024 7:06,4.011765,0,36815
VIN0036816,10/2/2024 7:10,4.0433111,0,36816
VIN0036817,10/2/2024 7:15,3.7964915,0,36817
VIN0036818,10/2/2024 7:20,4.1971343,0,36818
VIN0036819,10/2/2024 7:25,4.9487292,0,36819
VIN0036820,10/2/2024 7:30,4.090821,0,36820
VIN0036821,10/2/2024 7:34,4.5886557,0,36821
VIN0036822,10/2/2024 7:39,4.8870718,0,36822
VIN0036823,10/2/2024 7:44,3.5598468,0,36823
VIN0036824,10/2/2024 7:49,3.995484,0,36824
VIN0036825,10/2/2024 7:53,3.9276928,0,36825
VIN0036826,10/2/2024 7:58,4.220793,0,36826
VIN0036827,10/2/2024 8:03,4.5357257,0,36827
VIN0036828,10/2/2024 8:07,4.0250348,0,36828
VIN0036829,10/2/2024 8:12,4.5558735,0,36829
VIN0036830,10/2/2024 8:16,4.1287103,0,36830
VIN0036831,10/2/2024 8:21,4.4077221,0,36831
VIN0036832,10/2/2024 8:26,4.5558874,0,36832
VIN0036833,10/2/2024 8:31,4.4734661,0,36833
VIN0036834,10/2/2024 8:36,3.7304532,0,36834
VIN0036835,10/2/2024 8:41,3.9136098,0,36835
VIN0036836,10/2/2024 8:46,4.1415652,0,36836
VIN0036837,10/2/2024 8:50,4.536799,0,36837
VIN0036838,10/2/2024 8:54,4.5050552,0,36838
VIN0036839,10/2/2024 9:00,4.6189479,0,36839
VIN0036840,10/2/2024 9:04,4.3644086,0,36840
VIN0036841,10/2/2024 9:08,3.8965577,0,36841
VIN0036842,10/2/2024 9:14,4.2897084,0,36842
VIN0036843,10/2/2024 9:19,4.1123335,0,36843
VIN0036844,10/2/2024 9:23,4.2370404,0,36844
VIN0036845,10/2/2024 9:28,4.5701763,0,36845
VIN0036846,10/2/2024 9:32,3.7043453,0,36846
VIN0036847,10/2/2024 9:37,5.031903,0,36847
VIN0036848,10/2/2024 9:42,4.484465,0,36848
VIN0036849,10/2/2024 9:47,4.1112782,0,36849
VIN0036850,10/2/2024 9:52,4.3076343,0,36850
VIN0036851,10/2/2024 9:57,4.9648015,0,36851
VIN0036852,10/2/2024 10:01,4.3160046,0,36852
VIN0036853,10/2/2024 10:06,4.2583898,0,36853
VIN0036854,10/2/2024 10:11,3.5920239,0,36854
VIN0036855,10/2/2024 10:16,4.0241874,0,36855
VIN0036856,10/2/2024 10:20,3.618449,0,36856
VIN0036857,10/2/2024 10:25,4.1162998,0,36857
VIN0036858,10/2/2024 10:29,3.0240639,0,36858
VIN0036859,10/2/2024 10:34,4.5076684,0,36859
VIN0036860,10/2/2024 10:39,3.3981454,0,36860
VIN0036861,10/2/2024 10:44,4.1534027,0,36861
VIN0036862,10/2/2024 10:48,4.7982579,0,36862
VIN0036863,10/2/2024 10:53,3.9647182,0,36863
VIN0036864,10/2/2024 10:58,4.5021919,0,36864
VIN0036865,10/2/2024 11:03,4.1313527,0,36865
VIN0036866,10/2/2024 11:08,4.3052055,0,36866
VIN0036867,10/2/2024 11:12,4.3120561,0,36867
VIN0036868,10/2/2024 11:17,5.0201751,0,36868
VIN0036869,10/2/2024 11:21,4.3567395,0,36869
VIN0036870,10/2/2024 11:27,4.2721098,0,36870
VIN0036872,10/2/2024 11:36,3.7751138,0,36871
VIN0036871,10/2/2024 11:37,3.6270976,5.843184,36872
VIN0036873,10/2/2024 11:41,4.323477,0,36873
VIN0036874,10/2/2024 11:45,4.3929577,0,36874
VIN0036875,10/2/2024 11:50,4.2357327,0,36875
VIN0036877,10/2/2024 12:00,3.4389995,0,36876
VIN0036878,10/2/2024 12:04,4.3194879,0,36877
VIN0036879,10/2/2024 12:09,3.2904207,0,36878
VIN0036876,10/2/2024 12:12,4.8601137,16.6949715,36879
VIN0036881,10/2/2024 12:18,3.5099562,0,36880
VIN0036882,10/2/2024 12:23,3.3664729,0,36881
VIN0036883,10/2/2024 12:28,4.3167953,0,36882
VIN0036880,10/2/2024 12:31,2.9985524,17.1978753,36883
VIN0036884,10/2/2024 12:33,4.4486296,0,36884
VIN0036885,10/2/2024 12:37,3.8390835,0,36885
VIN0036886,10/2/2024 12:42,4.1679228,0,36886
VIN0036887,10/2/2024 12:47,3.8659734,0,36887
VIN0036888,10/2/2024 12:51,4.4288442,0,36888
VIN0036889,10/2/2024 12:56,3.4299342,0,36889
VIN0036890,10/2/2024 13:00,4.1158565,0,36890
VIN0036891,10/2/2024 13:06,4.1287076,0,36891
VIN0036892,10/2/2024 13:10,3.360829,0,36892
VIN0036893,10/2/2024 13:15,3.9108583,0,36893
VIN0036894,10/2/2024 13:20,3.2451843,0,36894
VIN0036895,10/2/2024 13:25,4.6674893,0,36895
VIN0036896,10/2/2024 13:29,3.7101276,0,36896
VIN0036897,10/2/2024 13:34,3.9065985,0,36897
VIN0036898,10/2/2024 13:39,4.2955495,0,36898
VIN0036899,10/2/2024 13:43,3.7028577,0,36899
VIN0036900,10/2/2024 13:48,3.8321582,0,36900
VIN0036901,10/2/2024 13:53,3.6219358,0,36901
VIN0036902,10/2/2024 13:58,3.8529439,0,36902
VIN0036903,10/2/2024 14:02,5.3911488,0,36903
VIN0036904,10/2/2024 14:07,3.7742679,0,36904
VIN0036905,10/2/2024 14:12,3.8128259,0,36905
VIN0036906,10/2/2024 14:17,3.9221071,0,36906
VIN0036907,10/2/2024 14:21,3.7372255,0,36907
VIN0036908,10/2/2024 14:26,3.9701328,0,36908
VIN0036909,10/2/2024 14:31,4.5689502,0,36909
VIN0036910,10/2/2024 14:36,3.8129,0,36910
VIN0036911,10/2/2024 14:40,4.5437792,0,36911
VIN0036912,10/2/2024 14:45,4.660969,0,36912
VIN0036913,10/2/2024 14:50,4.3626919,0,36913
VIN0036914,10/2/2024 14:54,3.8504387,0,36914
VIN0036915,10/2/2024 14:59,3.5762636,0,36915
VIN0036916,10/2/2024 15:03,4.2210405,0,36916
VIN0036917,10/2/2024 15:08,4.1386957,0,36917
VIN0036918,10/2/2024 15:13,3.6440133,0,36918
VIN0036919,10/2/2024 15:18,4.2759671,0,36919
VIN0036920,10/2/2024 15:23,4.2239396,0,36920
VIN0036921,10/2/2024 15:28,4.1709796,0,36921
VIN0036922,10/2/2024 15:32,4.1156488,0,36922
VIN0036923,10/2/2024 15:37,3.921454,0,36923
VIN0036926,10/2/2024 15:51,2.9983278,0,36924
VIN0036927,10/2/2024 15:56,4.479891,0,36925
VIN0036928,10/2/2024 16:01,4.3927661,0,36926
VIN0036929,10/2/2024 16:05,4.942274,0,36927
VIN0036925,10/2/2024 16:08,5.4434021,21.8730409,36928
VIN0036930,10/2/2024 16:10,4.4716921,0,36929
VIN0036924,10/2/2024 16:12,3.461275,30.1866889,36930
VIN0036931,10/2/2024 16:15,4.4286072,0,36931
VIN0036932,10/2/2024 16:20,4.6546917,0,36932
VIN0036933,10/2/2024 16:24,4.2928359,0,36933
VIN0036934,10/2/2024 16:29,4.0154577,0,36934
VIN0036935,10/2/2024 16:34,3.842084,0,36935
VIN0036936,10/2/2024 16:39,3.6855207,0,36936
VIN0036937,10/2/2024 16:43,3.6972156,0,36937
VIN0036938,10/2/2024 16:48,4.4046549,0,36938
VIN0036939,10/2/2024 16:52,3.6613536,0,36939
VIN0036940,10/2/2024 16:58,3.8851184,0,36940
VIN0036941,10/2/2024 17:02,4.1458149,0,36941
VIN0036942,10/3/2024 6:04,3.716528,0,36942
VIN0036943,10/3/2024 6:09,3.9385537,0,36943
VIN0036944,10/3/2024 6:14,4.5163866,0,36944
VIN0036945,10/3/2024 6:19,3.457937,0,36945
VIN0036946,10/3/2024 6:23,4.7007447,0,36946
VIN0036947,10/3/2024 6:28,4.5603478,0,36947
VIN0036948,10/3/2024 6:33,4.3274049,0,36948
VIN0036949,10/3/2024 6:38,4.0662816,0,36949
VIN0036950,10/3/2024 6:42,4.5211416,0,36950
VIN0036951,10/3/2024 6:48,4.0623778,0,36951
VIN0036952,10/3/2024 6:53,4.0547246,0,36952
VIN0036953,10/3/2024 6:57,4.0325407,0,36953
VIN0036954,10/3/2024 7:02,3.5488389,0,36954
VIN0036955,10/3/2024 7:07,4.0130092,0,36955
VIN0036956,10/3/2024 7:12,4.3422638,0,36956
VIN0036957,10/3/2024 7:17,3.5745283,0,36957
VIN0036958,10/3/2024 7:21,4.6242515,0,36958
VIN0036959,10/3/2024 7:26,3.7729983,0,36959
VIN0036960,10/3/2024 7:31,3.9392894,0,36960
VIN0036961,10/3/2024 7:36,4.2069918,0,36961
VIN0036962,10/3/2024 7:41,3.8328058,0,36962
VIN0036963,10/3/2024 7:46,4.5976019,0,36963
VIN0036964,10/3/2024 7:50,4.8280513,0,36964
VIN0036966,10/3/2024 7:59,4.4939936,0,36965
VIN0036967,10/3/2024 8:05,4.0589374,0,36966
VIN0036968,10/3/2024 8:10,4.2286539,0,36967
VIN0036965,10/3/2024 8:13,4.393817,17.8946573,36968
VIN0036969,10/3/2024 8:14,4.0776598,0,36969
VIN0036970,10/3/2024 8:19,5.0753405,0,36970
VIN0036971,10/3/2024 8:24,4.3186572,0,36971
VIN0036972,10/3/2024 8:28,4.5174223,0,36972
VIN0036973,10/3/2024 8:34,3.3211685,0,36973
VIN0036974,10/3/2024 8:38,4.4344836,0,36974
VIN0036975,10/3/2024 8:43,3.8594819,0,36975
VIN0036976,10/3/2024 8:48,4.2683463,0,36976
VIN0036977,10/3/2024 8:53,4.7432307,0,36977
VIN0036978,10/3/2024 8:57,4.0905901,0,36978
VIN0036979,10/3/2024 9:02,4.5708106,0,36979
VIN0036980,10/3/2024 9:07,4.2630085,0,36980
VIN0036981,10/3/2024 9:12,4.5256574,0,36981
VIN0036982,10/3/2024 9:17,4.4097783,0,36982
VIN0036983,10/3/2024 9:22,4.0762109,0,36983
VIN0036984,10/3/2024 9:27,4.6286586,0,36984
VIN0036985,10/3/2024 9:31,4.3551828,0,36985
VIN0036986,10/3/2024 9:36,3.3750021,0,36986
VIN0036987,10/3/2024 9:41,3.3981325,0,36987
VIN0036988,10/3/2024 9:46,5.0592648,0,36988
VIN0036989,10/3/2024 9:50,4.2859356,0,36989
VIN0036990,10/3/2024 9:55,4.8958481,0,36990
VIN0036991,10/3/2024 10:00,3.7103794,0,36991
VIN0036992,10/3/2024 10:05,4.7367011,0,36992
VIN0036993,10/3/2024 10:10,3.9145288,0,36993
VIN0036994,10/3/2024 10:15,3.9234616,0,36994
VIN0036995,10/3/2024 10:19,4.3306334,0,36995
VIN0036996,10/3/2024 10:24,4.6572926,0,36996
VIN0036997,10/3/2024 10:29,3.7038812,0,36997
VIN0036998,10/3/2024 10:33,4.551102,0,36998
VIN0036999,10/3/2024 10:39,3.94619,0,36999
VIN0037000,10/3/2024 10:43,4.6268389,0,37000
VIN0037001,10/3/2024 10:48,3.3244248,0,37001
VIN0037002,10/3/2024 10:52,3.7185194,0,37002
VIN0037003,10/3/2024 10:57,4.3308378,0,37003
VIN0037004,10/3/2024 11:02,4.6338466,0,37004
VIN0037005,10/3/2024 11:07,3.5248875,0,37005
VIN0037006,10/3/2024 11:12,3.7945565,0,37006
VIN0037007,10/3/2024 11:17,4.8282107,0,37007
VIN0037008,10/3/2024 11:21,4.4902914,0,37008
VIN0037009,10/3/2024 11:26,4.5491395,0,37009
VIN0037010,10/3/2024 11:31,4.2629823,0,37010
VIN0037011,10/3/2024 11:36,4.3411686,0,37011
VIN0037012,10/3/2024 11:41,4.1410328,0,37012
VIN0037013,10/3/2024 11:46,4.2481345,0,37013
VIN0037014,10/3/2024 11:50,4.1729302,0,37014
VIN0037015,10/3/2024 11:55,4.7535929,0,37015
VIN0037016,10/3/2024 12:00,4.4399022,0,37016
VIN0037017,10/3/2024 12:04,4.4677008,0,37017
VIN0037018,10/3/2024 12:10,3.8467866,0,37018
VIN0037019,10/3/2024 12:14,4.3923979,0,37019
VIN0037020,10/3/2024 12:19,4.0879353,0,37020
VIN0037021,10/3/2024 12:24,5.0061293,0,37021
VIN0037022,10/3/2024 12:28,4.2364075,0,37022
VIN0037023,10/3/2024 12:33,4.1764003,0,37023
VIN0037024,10/3/2024 12:38,4.5188588,0,37024
VIN0037026,10/3/2024 12:48,4.3976478,0,37025
VIN0037027,10/3/2024 12:53,3.7938356,0,37026
VIN0037028,10/3/2024 12:57,4.0739189,0,37027
VIN0037029,10/3/2024 13:03,3.7217664,0,37028
VIN0037025,10/3/2024 13:05,3.7953429,22.1976812,37029
VIN0037030,10/3/2024 13:07,4.2063673,0,37030
VIN0037031,10/3/2024 13:12,4.5649454,0,37031
VIN0037032,10/3/2024 13:17,5.2600115,0,37032
VIN0037033,10/3/2024 13:22,4.1552082,0,37033
VIN0037034,10/3/2024 13:27,4.086881,0,37034
VIN0037035,10/3/2024 13:31,3.3454345,0,37035
VIN0037036,10/3/2024 13:37,4.0930466,0,37036
VIN0037037,10/3/2024 13:41,4.3718353,0,37037
VIN0037038,10/3/2024 13:46,4.8019582,0,37038
VIN0037039,10/3/2024 13:50,4.138475,0,37039
VIN0037040,10/3/2024 13:56,4.2216442,0,37040
VIN0037041,10/3/2024 14:00,3.9282807,0,37041
VIN0037042,10/3/2024 14:05,4.669034,0,37042
VIN0037043,10/3/2024 14:09,3.6944422,0,37043
VIN0037044,10/3/2024 14:15,4.164213,0,37044
VIN0037045,10/3/2024 14:19,3.8666666,0,37045
VIN0037046,10/3/2024 14:24,4.3088173,0,37046
VIN0037048,10/3/2024 14:33,4.2333935,0,37047
VIN0037047,10/3/2024 14:38,4.5581441,8.997952,37048
VIN0037049,10/3/2024 14:39,4.0014602,0,37049
VIN0037050,10/3/2024 14:43,5.1893769,0,37050
VIN0037051,10/3/2024 14:48,4.1756855,0,37051
VIN0037052,10/3/2024 14:53,3.792066,0,37052
VIN0037053,10/3/2024 14:58,4.3801826,0,37053
VIN0037054,10/3/2024 15:03,4.2172554,0,37054
VIN0037055,10/3/2024 15:07,4.1023565,0,37055
VIN0037056,10/3/2024 15:12,3.9422427,0,37056
VIN0037057,10/3/2024 15:17,4.4593667,0,37057
VIN0037058,10/3/2024 15:22,4.3776335,0,37058
VIN0037059,10/3/2024 15:27,3.0351919,0,37059
VIN0037060,10/3/2024 15:32,4.3482651,0,37060
VIN0037061,10/3/2024 15:37,4.0126974,0,37061
VIN0037062,10/3/2024 15:41,4.0391752,0,37062
VIN0037063,10/3/2024 15:46,4.6156167,0,37063
VIN0037064,10/3/2024 15:51,4.1274342,0,37064
VIN0037065,10/3/2024 15:56,4.0574356,0,37065
VIN0037066,10/3/2024 16:00,3.634008,0,37066
VIN0037067,10/3/2024 16:05,5.1646116,0,37067
VIN0037068,10/3/2024 16:10,2.7282066,0,37068
VIN0037069,10/3/2024 16:15,4.1279005,0,37069
VIN0037070,10/3/2024 16:20,4.1367044,0,37070
VIN0037071,10/3/2024 16:24,4.3346866,0,37071
VIN0037072,10/3/2024 16:29,3.5007318,0,37072
VIN0037073,10/3/2024 16:34,3.7744632,0,37073
VIN0037074,10/3/2024 16:39,3.4101925,0,37074
VIN0037075,10/3/2024 16:44,4.3826185,0,37075
VIN0037076,10/3/2024 16:49,4.8527967,0,37076
VIN0037077,10/3/2024 16:54,4.320368,0,37077
VIN0037078,10/3/2024 16:58,3.9165843,0,37078
VIN0037079,10/3/2024 17:03,3.575661,0,37079
VIN0037080,10/3/2024 17:08,4.3380107,0,37080
VIN0037081,10/3/2024 17:12,4.9360348,0,37081
VIN0037082,10/3/2024 17:17,4.3370683,0,37082
VIN0037083,10/3/2024 17:22,4.2077614,0,37083
VIN0037084,10/3/2024 17:27,4.4768685,0,37084
VIN0037085,10/3/2024 17:32,3.8611559,0,37085
VIN0037086,10/3/2024 17:37,4.0746374,0,37086
VIN0037087,10/3/2024 17:41,3.7943961,0,37087
VIN0037088,10/3/2024 17:47,4.5643237,0,37088
VIN0037089,10/3/2024 17:51,4.7329705,0,37089
VIN0037091,10/3/2024 18:00,4.2410492,0,37090
VIN0037092,10/3/2024 18:05,5.012883,0,37091
VIN0037093,10/3/2024 18:21,5.1513768,10.8281603,37092
VIN0037090,10/3/2024 18:46,4.5737838,50.0738557,37093
VIN0037094,10/4/2024 6:04,4.9332467,0,37094
VIN0037095,10/4/2024 6:09,4.4486481,0,37095
VIN0037096,10/4/2024 6:13,4.0121956,0,37096
VIN0037097,10/4/2024 6:18,3.50025,0,37097
VIN0037098,10/4/2024 6:23,4.1145718,0,37098
VIN0037099,10/4/2024 6:28,4.458889,0,37099
VIN0037100,10/4/2024 6:32,3.2570756,0,37100
VIN0037101,10/4/2024 6:37,4.1573283,0,37101
VIN0037102,10/4/2024 6:42,4.0008429,0,37102
VIN0037103,10/4/2024 6:47,4.4378204,0,37103
VIN0037104,10/4/2024 6:51,3.6559992,0,37104
VIN0037105,10/4/2024 6:56,4.6148652,0,37105
VIN0037106,10/4/2024 7:01,4.4262355,0,37106
