VIN,paint_start_time,paint_end_time,paint_proc_min,paint_changeover_min,paint_quality_hold_min,actual_paint_sequence
VIN0035205,2024-09-18 16:25:00,2024-09-18 16:29:00,1.285696,3.259117,0.0,35205
VIN0035207,2024-09-18 16:29:00,2024-09-18 16:35:00,1.7902952,3.7023559,0.0,35206
VIN0035206,2024-09-18 16:35:00,2024-09-18 16:39:00,1.5164399,2.0726757,0.0,35207
VIN0035208,2024-09-18 16:39:00,2024-09-18 16:44:00,1.2667847,4.6340128,0.0,35208
VIN0035209,2024-09-18 16:44:00,2024-09-18 16:49:00,1.4595202,3.553261,0.0,35209
VIN0035210,2024-09-18 16:49:00,2024-09-18 16:51:00,1.5146047,0.0,0.0,35210
VIN0035211,2024-09-18 16:51:00,2024-09-18 16:57:00,1.201537,4.7814325,0.0,35211
VIN0035212,2024-09-18 16:57:00,2024-09-18 17:04:00,1.4920111,5.7388283,0.0,35212
VIN0035213,2024-09-18 17:04:00,2024-09-18 17:10:00,1.3095317,4.4691676,0.0,35213
VIN0035214,2024-09-18 17:10:00,2024-09-18 17:15:00,1.3952969,3.8332687,0.0,35214
VIN0035215,2024-09-18 17:15:00,2024-09-18 17:21:00,1.2186958,4.3481869,0.0,35215
VIN0035217,2024-09-18 17:21:00,2024-09-18 17:26:00,1.6541065,3.2446968,0.0,35216
VIN0035218,2024-09-18 17:26:00,2024-09-18 17:27:00,1.2093991,0.0,0.0,35217
VIN0035219,2024-09-18 17:27:00,2024-09-18 17:33:00,1.3546201,4.7430267,0.0,35218
VIN0035220,2024-09-18 17:33:00,2024-09-18 17:39:00,1.3444845,4.7537509,0.0,35219
VIN0035216,2024-09-18 17:39:00,2024-09-18 17:44:00,1.321825,3.9045048,0.0,35220
VIN0035221,2024-09-18 17:44:00,2024-09-18 17:51:00,1.4074932,4.9918584,0.0,35221
VIN0035222,2024-09-18 17:51:00,2024-09-18 17:57:00,1.2095133,4.9405702,0.0,35222
VIN0035223,2024-09-18 17:57:00,2024-09-18 18:02:00,1.1595649,4.3994506,0.0,35223
VIN0035224,2024-09-18 18:02:00,2024-09-18 18:26:00,1.3535029,4.6341189,17.7887569,35224
VIN0035225,2024-09-18 18:26:00,2024-09-18 18:31:00,1.2712524,3.3706058,0.0,35225
VIN0035226,2024-09-18 18:31:00,2024-09-18 18:35:00,1.4726629,3.0594429,0.0,35226
VIN0035227,2024-09-18 18:35:00,2024-09-18 18:40:00,1.246227,3.8054331,0.0,35227
VIN0035228,2024-09-18 18:40:00,2024-09-18 18:45:00,1.5582414,3.2296752,0.0,35228
VIN0035230,2024-09-18 18:45:00,2024-09-18 18:51:00,1.4151049,4.1489713,0.0,35229
VIN0035229,2024-09-18 18:51:00,2024-09-18 18:57:00,1.6512006,4.1360586,0.0,35230
VIN0035231,2024-09-18 18:57:00,2024-09-18 18:58:00,1.0728654,0.0,0.0,35231
VIN0035232,2024-09-18 18:58:00,2024-09-18 19:03:00,1.1153922,4.3449979,0.0,35232
VIN0035233,2024-09-18 19:03:00,2024-09-18 19:05:00,1.4040543,0.0,0.0,35233
VIN0035234,2024-09-18 19:05:00,2024-09-18 19:10:00,1.2803434,3.9073841,0.0,35234
VIN0035235,2024-09-18 19:10:00,2024-09-18 19:16:00,1.6057806,4.7660198,0.0,35235
VIN0035236,2024-09-18 19:16:00,2024-09-18 19:20:00,1.3322591,2.7642683,0.0,35236
VIN0035237,2024-09-18 19:20:00,2024-09-18 19:27:00,1.3801559,5.4514836,0.0,35237
VIN0035238,2024-09-18 19:27:00,2024-09-18 19:33:00,1.5823521,4.598954,0.0,35238
VIN0035239,2024-09-18 19:33:00,2024-09-18 19:38:00,1.1210245,3.7570492,0.0,35239
VIN0035240,2024-09-18 19:38:00,2024-09-18 19:45:00,1.5482774,5.4296639,0.0,35240
VIN0035241,2024-09-18 19:45:00,2024-09-18 19:50:00,1.1312729,3.8739998,0.0,35241
VIN0035242,2024-09-18 19:50:00,2024-09-18 19:55:00,0.8235745,4.2095421,0.0,35242
VIN0035243,2024-09-18 19:55:00,2024-09-18 20:01:00,1.3332449,4.4603045,0.0,35243
VIN0035244,2024-09-18 20:01:00,2024-09-18 20:02:00,1.629695,0.0,0.0,35244
VIN0035245,2024-09-18 20:02:00,2024-09-18 20:07:00,1.1545032,3.5616585,0.0,35245
VIN0035246,2024-09-18 20:07:00,2024-09-18 20:09:00,1.5746077,0.0,0.0,35246
VIN0035247,2024-09-18 20:09:00,2024-09-18 20:16:00,1.4579025,5.3738506,0.0,35247
VIN0035248,2024-09-18 20:16:00,2024-09-18 20:23:00,1.9292905,5.8698544,0.0,35248
VIN0035249,2024-09-18 20:23:00,2024-09-18 20:30:00,1.5947628,4.5208805,0.0,35249
VIN0035250,2024-09-18 20:30:00,2024-09-18 20:36:00,1.1061004,5.1496866,0.0,35250
VIN0035251,2024-09-19 06:25:00,2024-09-19 06:30:00,1.2892822,3.7046044,0.0,35251
VIN0035252,2024-09-19 06:41:00,2024-09-19 06:46:00,1.2738481,3.6941768,0.0,35252
VIN0035253,2024-09-19 06:46:00,2024-09-19 06:51:00,1.4865592,4.2468047,0.0,35253
VIN0035254,2024-09-19 06:51:00,2024-09-19 06:52:00,1.1597722,0.0,0.0,35254
VIN0035255,2024-09-19 06:52:00,2024-09-19 06:59:00,1.5797805,5.2304578,0.0,35255
VIN0035256,2024-09-19 06:59:00,2024-09-19 07:04:00,1.4863057,3.582301,0.0,35256
VIN0035258,2024-09-19 07:04:00,2024-09-19 07:32:00,1.2726975,3.5073108,23.1594489,35257
VIN0035259,2024-09-19 07:32:00,2024-09-19 07:38:00,1.780471,3.7167076,0.0,35258
VIN0035261,2024-09-19 07:38:00,2024-09-19 07:43:00,1.6701334,3.8903371,0.0,35259
VIN0035257,2024-09-19 07:43:00,2024-09-19 07:49:00,1.4622137,4.4424742,0.0,35260
VIN0035262,2024-09-19 07:49:00,2024-09-19 07:56:00,1.6066215,4.6622713,0.0,35261
VIN0035263,2024-09-19 07:56:00,2024-09-19 08:02:00,1.3892873,4.7365922,0.0,35262
VIN0035264,2024-09-19 08:02:00,2024-09-19 08:06:00,1.5607094,2.7371934,0.0,35263
VIN0035266,2024-09-19 08:06:00,2024-09-19 08:13:00,1.5280808,5.2016799,0.0,35264
VIN0035267,2024-09-19 08:13:00,2024-09-19 08:19:00,1.3627107,4.6532337,0.0,35265
VIN0035268,2024-09-19 08:19:00,2024-09-19 08:23:00,1.4213308,2.415281,0.0,35266
VIN0035270,2024-09-19 08:23:00,2024-09-19 08:28:00,1.6368322,4.3067868,0.0,35267
VIN0035271,2024-09-19 08:28:00,2024-09-19 08:34:00,1.3243581,4.6051743,0.0,35268
VIN0035272,2024-09-19 08:34:00,2024-09-19 08:40:00,1.3906152,3.713779,0.0,35269
VIN0035265,2024-09-19 08:40:00,2024-09-19 08:45:00,1.6659067,3.9110255,0.0,35270
VIN0035273,2024-09-19 08:45:00,2024-09-19 08:47:00,1.6207603,0.0,0.0,35271
VIN0035260,2024-09-19 08:47:00,2024-09-19 08:51:00,1.4626738,2.7664249,0.0,35272
VIN0035274,2024-09-19 08:51:00,2024-09-19 08:56:00,1.6211453,2.9932697,0.0,35273
VIN0035269,2024-09-19 08:56:00,2024-09-19 09:01:00,1.0756837,4.3122198,0.0,35274
VIN0035275,2024-09-19 09:01:00,2024-09-19 09:06:00,1.8731799,3.2128837,0.0,35275
VIN0035276,2024-09-19 09:06:00,2024-09-19 09:11:00,1.5671744,3.3623365,0.0,35276
VIN0035278,2024-09-19 09:11:00,2024-09-19 09:17:00,1.2570425,4.3478433,0.0,35277
VIN0035280,2024-09-19 09:17:00,2024-09-19 09:22:00,1.2046,3.772081,0.0,35278
VIN0035277,2024-09-19 09:22:00,2024-09-19 09:26:00,1.2187959,3.3274965,0.0,35279
VIN0035279,2024-09-19 09:26:00,2024-09-19 09:33:00,1.3473032,5.4906905,0.0,35280
VIN0035281,2024-09-19 09:33:00,2024-09-19 09:38:00,1.4868743,3.8163836,0.0,35281
VIN0035282,2024-09-19 09:38:00,2024-09-19 09:45:00,1.6116574,4.885026,0.0,35282
VIN0035283,2024-09-19 09:45:00,2024-09-19 09:50:00,1.5752414,3.8226759,0.0,35283
VIN0035284,2024-09-19 09:50:00,2024-09-19 09:52:00,1.7835485,0.0,0.0,35284
VIN0035285,2024-09-19 09:52:00,2024-09-19 09:59:00,1.599706,5.1451088,0.0,35285
VIN0035286,2024-09-19 09:59:00,2024-09-19 10:04:00,1.5912463,3.8106781,0.0,35286
VIN0035287,2024-09-19 10:04:00,2024-09-19 10:07:00,1.2780856,1.917268,0.0,35287
VIN0035288,2024-09-19 10:07:00,2024-09-19 10:12:00,1.2823895,3.4624351,0.0,35288
VIN0035289,2024-09-19 10:12:00,2024-09-19 10:31:00,1.6746864,0.0,17.2266964,35289
VIN0035291,2024-09-19 10:31:00,2024-09-19 10:38:00,1.3028342,5.6821543,0.0,35290
VIN0035292,2024-09-19 10:38:00,2024-09-19 10:44:00,1.5712379,4.3539733,0.0,35291
VIN0035294,2024-09-19 10:44:00,2024-09-19 10:49:00,1.3055227,3.4880853,0.0,35292
VIN0035293,2024-09-19 10:49:00,2024-09-19 10:56:00,1.6215288,6.1559691,0.0,35293
VIN0035295,2024-09-19 10:56:00,2024-09-19 11:03:00,1.9011801,4.2841344,0.0,35294
VIN0035296,2024-09-19 11:03:00,2024-09-19 11:08:00,1.5428961,3.4078698,0.0,35295
VIN0035297,2024-09-19 11:08:00,2024-09-19 11:13:00,1.5585856,3.8690384,0.0,35296
VIN0035290,2024-09-19 11:13:00,2024-09-19 11:20:00,1.0546162,5.5519077,0.0,35297
VIN0035298,2024-09-19 11:20:00,2024-09-19 11:25:00,1.4696677,3.8264923,0.0,35298
VIN0035299,2024-09-19 11:25:00,2024-09-19 11:28:00,1.5199499,2.1012084,0.0,35299
VIN0035300,2024-09-19 11:28:00,2024-09-19 11:34:00,1.1583168,4.0703325,0.0,35300
VIN0035301,2024-09-19 11:34:00,2024-09-19 11:39:00,1.4316706,3.734069,0.0,35301
VIN0035302,2024-09-19 11:39:00,2024-09-19 11:44:00,1.1811151,4.0521681,0.0,35302
VIN0035303,2024-09-19 11:44:00,2024-09-19 11:51:00,1.4216051,5.604004,0.0,35303
VIN0035304,2024-09-19 11:51:00,2024-09-19 11:53:00,1.4221201,0.0,0.0,35304
VIN0035305,2024-09-19 11:53:00,2024-09-19 11:58:00,1.2560908,3.8954754,0.0,35305
VIN0035306,2024-09-19 11:58:00,2024-09-19 12:04:00,1.0534473,4.9455484,0.0,35306
VIN0035307,2024-09-19 12:04:00,2024-09-19 12:10:00,1.2561142,5.1298741,0.0,35307
VIN0035308,2024-09-19 12:10:00,2024-09-19 12:11:00,1.3882229,0.0,0.0,35308
VIN0035309,2024-09-19 12:11:00,2024-09-19 12:16:00,1.5805332,3.4450047,0.0,35309
VIN0035310,2024-09-19 12:16:00,2024-09-19 12:22:00,1.3685223,4.0324146,0.0,35310
VIN0035311,2024-09-19 12:22:00,2024-09-19 12:24:00,1.7219649,0.0,0.0,35311
VIN0035312,2024-09-19 12:24:00,2024-09-19 12:29:00,1.2428041,4.0395993,0.0,35312
VIN0035313,2024-09-19 12:29:00,2024-09-19 12:34:00,1.3086019,3.4404182,0.0,35313
VIN0035314,2024-09-19 12:34:00,2024-09-19 12:35:00,1.2605505,0.0,0.0,35314
VIN0035315,2024-09-19 12:35:00,2024-09-19 12:36:00,1.4651511,0.0,0.0,35315
VIN0035316,2024-09-19 12:36:00,2024-09-19 12:42:00,1.6635891,3.766664,0.0,35316
VIN0035317,2024-09-19 12:42:00,2024-09-19 12:47:00,1.3419574,4.0058505,0.0,35317
VIN0035318,2024-09-19 12:47:00,2024-09-19 12:52:00,1.1503918,3.6831642,0.0,35318
VIN0035319,2024-09-19 12:52:00,2024-09-19 12:53:00,1.3079472,0.0,0.0,35319
VIN0035320,2024-09-19 12:53:00,2024-09-19 12:59:00,1.6917082,3.9036234,0.0,35320
VIN0035321,2024-09-19 12:59:00,2024-09-19 13:00:00,1.0526822,0.0,0.0,35321
VIN0035322,2024-09-19 13:00:00,2024-09-19 13:24:00,1.5161439,4.657042,17.400535,35322
VIN0035323,2024-09-19 13:24:00,2024-09-19 13:25:00,1.3936162,0.0,0.0,35323
VIN0035324,2024-09-19 13:25:00,2024-09-19 13:31:00,1.4955583,4.1918836,0.0,35324
VIN0035327,2024-09-19 13:31:00,2024-09-19 13:36:00,1.6691631,4.1558698,0.0,35325
VIN0035325,2024-09-19 13:36:00,2024-09-19 13:43:00,1.5344071,5.1511101,0.0,35326
VIN0035328,2024-09-19 13:43:00,2024-09-19 13:49:00,0.9070491,4.9469949,0.0,35327
VIN0035329,2024-09-19 13:49:00,2024-09-19 13:55:00,1.5762413,4.5738834,0.0,35328
VIN0035330,2024-09-19 13:55:00,2024-09-19 14:01:00,1.5013389,4.7751489,0.0,35329
VIN0035331,2024-09-19 14:01:00,2024-09-19 14:08:00,1.423727,4.9429705,0.0,35330
VIN0035332,2024-09-19 14:08:00,2024-09-19 14:12:00,1.490507,3.2398637,0.0,35331
VIN0035326,2024-09-19 14:12:00,2024-09-19 14:17:00,1.1581244,3.1820908,0.0,35332
VIN0035333,2024-09-19 14:17:00,2024-09-19 14:22:00,1.8081008,3.361973,0.0,35333
VIN0035334,2024-09-19 14:22:00,2024-09-19 14:23:00,1.3889364,0.0,0.0,35334
VIN0035335,2024-09-19 14:23:00,2024-09-19 14:28:00,1.2042809,3.0277225,0.0,35335
VIN0035336,2024-09-19 14:28:00,2024-09-19 14:33:00,1.07438,4.7382681,0.0,35336
VIN0035337,2024-09-19 14:33:00,2024-09-19 14:39:00,1.3228055,3.815563,0.0,35337
VIN0035339,2024-09-19 14:39:00,2024-09-19 14:44:00,1.2895285,3.7782243,0.0,35338
VIN0035340,2024-09-19 14:44:00,2024-09-19 14:50:00,1.6534735,4.6576998,0.0,35339
VIN0035341,2024-09-19 14:50:00,2024-09-19 14:52:00,1.8357156,0.0,0.0,35340
VIN0035342,2024-09-19 14:52:00,2024-09-19 14:53:00,1.4913641,0.0,0.0,35341
VIN0035343,2024-09-19 14:53:00,2024-09-19 15:00:00,1.5161007,5.1816311,0.0,35342
VIN0035344,2024-09-19 15:00:00,2024-09-19 15:05:00,1.3158893,4.0202021,0.0,35343
VIN0035345,2024-09-19 15:05:00,2024-09-19 15:11:00,1.165833,4.1388744,0.0,35344
VIN0035346,2024-09-19 15:11:00,2024-09-19 15:17:00,1.5244602,4.6525855,0.0,35345
VIN0035347,2024-09-19 15:17:00,2024-09-19 15:23:00,1.1046704,5.2701462,0.0,35346
VIN0035338,2024-09-19 15:23:00,2024-09-19 15:34:00,1.4424279,0.0,9.7785781,35347
VIN0035348,2024-09-19 15:34:00,2024-09-19 15:38:00,1.6459757,2.4349141,0.0,35348
VIN0035349,2024-09-19 15:38:00,2024-09-19 15:44:00,1.2579688,4.5012862,0.0,35349
VIN0035350,2024-09-19 15:44:00,2024-09-19 15:50:00,1.5979308,4.6882061,0.0,35350
VIN0035351,2024-09-19 15:50:00,2024-09-19 15:58:00,1.6545046,6.3442402,0.0,35351
VIN0035352,2024-09-19 15:58:00,2024-09-19 16:03:00,1.5474532,2.8751197,0.0,35352
VIN0035353,2024-09-19 16:03:00,2024-09-19 16:09:00,1.2464742,4.387527,0.0,35353
VIN0035354,2024-09-19 16:09:00,2024-09-19 16:14:00,1.6081015,4.1413382,0.0,35354
VIN0035355,2024-09-19 16:14:00,2024-09-19 16:16:00,1.6983138,0.0,0.0,35355
VIN0035356,2024-09-19 16:16:00,2024-09-19 16:22:00,1.482743,4.3010231,0.0,35356
VIN0035357,2024-09-19 16:22:00,2024-09-19 16:27:00,1.39288,3.5970763,0.0,35357
VIN0035358,2024-09-19 16:27:00,2024-09-19 16:32:00,1.3409259,3.9681255,0.0,35358
VIN0035359,2024-09-19 16:32:00,2024-09-19 16:37:00,1.4095262,3.5201954,0.0,35359
VIN0035360,2024-09-19 16:37:00,2024-09-19 16:42:00,1.376018,3.3413373,0.0,35360
VIN0035361,2024-09-19 16:42:00,2024-09-19 16:43:00,1.3210686,0.0,0.0,35361
VIN0035362,2024-09-19 16:43:00,2024-09-19 16:49:00,1.5946619,4.3212028,0.0,35362
VIN0035363,2024-09-19 16:49:00,2024-09-19 16:55:00,1.4827498,4.8594371,0.0,35363
VIN0035364,2024-09-19 16:55:00,2024-09-19 17:02:00,1.6919658,5.0838661,0.0,35364
VIN0035365,2024-09-19 17:02:00,2024-09-19 17:07:00,1.2026743,4.1149573,0.0,35365
VIN0035366,2024-09-19 17:07:00,2024-09-19 17:12:00,1.2948404,2.8526812,0.0,35366
VIN0035367,2024-09-19 17:12:00,2024-09-19 17:18:00,1.1333646,5.0014844,0.0,35367
VIN0035368,2024-09-19 17:18:00,2024-09-19 17:23:00,1.263559,4.2371198,0.0,35368
VIN0035369,2024-09-19 17:23:00,2024-09-19 17:29:00,1.5562993,4.4901036,0.0,35369
VIN0035370,2024-09-19 17:29:00,2024-09-19 17:36:00,1.4711309,5.3817933,0.0,35370
VIN0035371,2024-09-19 17:36:00,2024-09-19 17:42:00,1.6936037,3.7286581,0.0,35371
VIN0035372,2024-09-19 17:42:00,2024-09-19 17:46:00,1.2362393,3.1104933,0.0,35372
VIN0035373,2024-09-19 17:46:00,2024-09-19 17:51:00,1.6728416,3.3677731,0.0,35373
VIN0035374,2024-09-19 17:51:00,2024-09-19 17:57:00,1.4664893,4.2959266,0.0,35374
VIN0035375,2024-09-19 17:57:00,2024-09-19 18:03:00,1.5120683,4.9341255,0.0,35375
VIN0035376,2024-09-19 18:03:00,2024-09-19 18:09:00,1.6852994,4.5375847,0.0,35376
VIN0035377,2024-09-19 18:09:00,2024-09-19 18:14:00,1.3569182,3.7444588,0.0,35377
VIN0035378,2024-09-19 18:14:00,2024-09-19 18:20:00,1.4447127,4.0313211,0.0,35378
VIN0035379,2024-09-19 18:20:00,2024-09-19 18:21:00,1.1778307,0.0,0.0,35379
VIN0035380,2024-09-19 18:21:00,2024-09-19 18:25:00,1.3359649,2.3236856,0.0,35380
VIN0035381,2024-09-19 18:25:00,2024-09-19 18:30:00,1.116878,3.8758875,0.0,35381
VIN0035382,2024-09-19 18:30:00,2024-09-19 18:37:00,1.5219945,6.0219039,0.0,35382
VIN0035383,2024-09-19 18:37:00,2024-09-19 18:43:00,1.5758307,3.7106212,0.0,35383
VIN0035385,2024-09-19 18:43:00,2024-09-19 18:49:00,1.5314155,4.698807,0.0,35384
VIN0035386,2024-09-19 18:49:00,2024-09-19 18:54:00,1.4864984,3.4220286,0.0,35385
VIN0035388,2024-09-19 18:54:00,2024-09-19 18:59:00,1.4815986,3.3893556,0.0,35386
VIN0035389,2024-09-19 18:59:00,2024-09-19 19:04:00,1.2382531,3.9477015,0.0,35387
VIN0035390,2024-09-19 19:04:00,2024-09-19 19:08:00,1.4579317,2.8644983,0.0,35388
VIN0035384,2024-09-19 19:08:00,2024-09-19 19:14:00,1.4362913,4.7166502,0.0,35389
VIN0035391,2024-09-19 19:14:00,2024-09-19 19:18:00,1.3687345,2.8133878,0.0,35390
VIN0035392,2024-09-19 19:18:00,2024-09-19 19:23:00,1.4978974,3.5738669,0.0,35391
VIN0035387,2024-09-19 19:23:00,2024-09-19 19:29:00,1.3879817,3.8870599,0.0,35392
VIN0035393,2024-09-19 19:29:00,2024-09-19 19:36:00,1.5755216,5.2333257,0.0,35393
VIN0035394,2024-09-19 19:36:00,2024-09-19 19:37:00,1.5805477,0.0,0.0,35394
VIN0035395,2024-09-19 19:37:00,2024-09-19 19:42:00,1.4326314,3.3018801,0.0,35395
VIN0035396,2024-09-19 19:42:00,2024-09-19 19:48:00,1.1352297,4.9336431,0.0,35396
VIN0035397,2024-09-19 19:48:00,2024-09-19 19:53:00,1.4157443,3.3110748,0.0,35397
VIN0035398,2024-09-19 19:53:00,2024-09-19 19:58:00,1.1477723,4.4380909,0.0,35398
VIN0035399,2024-09-19 19:58:00,2024-09-19 20:03:00,1.550087,3.4288154,0.0,35399
VIN0035400,2024-09-19 20:03:00,2024-09-19 20:08:00,1.4467968,3.0839303,0.0,35400
VIN0035402,2024-09-19 20:08:00,2024-09-19 20:14:00,1.3424366,5.0537236,0.0,35401
VIN0035403,2024-09-19 20:14:00,2024-09-19 20:19:00,1.6985399,2.6322673,0.0,35402
VIN0035404,2024-09-19 20:19:00,2024-09-19 20:24:00,1.376871,4.522834,0.0,35403
VIN0035405,2024-09-19 20:24:00,2024-09-19 20:31:00,1.4069139,4.687574,0.0,35404
VIN0035406,2024-09-19 20:31:00,2024-09-19 20:37:00,1.4739396,4.6864227,0.0,35405
VIN0035407,2024-09-19 20:37:00,2024-09-19 20:44:00,1.6822259,5.741252,0.0,35406
VIN0035401,2024-09-19 20:44:00,2024-09-19 20:46:00,1.6349133,0.0,0.0,35407
VIN0035408,2024-09-20 06:30:00,2024-09-20 06:35:00,1.5549313,2.9860197,0.0,35408
VIN0035409,2024-09-20 06:38:00,2024-09-20 06:43:00,1.1421491,3.8587161,0.0,35409
VIN0035410,2024-09-20 06:43:00,2024-09-20 06:48:00,1.2987234,3.6078532,0.0,35410
VIN0035411,2024-09-20 06:48:00,2024-09-20 06:53:00,1.4254775,3.3688423,0.0,35411
VIN0035413,2024-09-20 06:58:00,2024-09-20 07:04:00,1.5690529,4.3030227,0.0,35412
VIN0035412,2024-09-20 07:04:00,2024-09-20 07:09:00,1.5068511,3.5529858,0.0,35413
VIN0035414,2024-09-20 07:09:00,2024-09-20 07:14:00,1.3263876,4.0029872,0.0,35414
VIN0035415,2024-09-20 07:14:00,2024-09-20 07:19:00,1.5447364,3.6425942,0.0,35415
VIN0035416,2024-09-20 07:19:00,2024-09-20 07:24:00,1.6509544,2.8508098,0.0,35416
VIN0035417,2024-09-20 07:24:00,2024-09-20 07:30:00,1.1693646,4.5643219,0.0,35417
VIN0035418,2024-09-20 07:30:00,2024-09-20 07:34:00,1.3611628,3.3863825,0.0,35418
VIN0035420,2024-09-20 07:34:00,2024-09-20 07:40:00,1.2330341,4.4239306,0.0,35419
VIN0035421,2024-09-20 07:40:00,2024-09-20 07:44:00,1.1510342,3.1668456,0.0,35420
VIN0035422,2024-09-20 07:44:00,2024-09-20 07:50:00,1.314864,4.2451003,0.0,35421
VIN0035423,2024-09-20 07:50:00,2024-09-20 07:55:00,1.5428096,3.803315,0.0,35422
VIN0035424,2024-09-20 07:55:00,2024-09-20 07:57:00,1.5572442,0.0,0.0,35423
VIN0035425,2024-09-20 07:57:00,2024-09-20 08:02:00,1.6195209,3.7673128,0.0,35424
VIN0035419,2024-09-20 08:02:00,2024-09-20 08:08:00,1.5777169,3.809194,0.0,35425
VIN0035426,2024-09-20 08:08:00,2024-09-20 08:14:00,1.4257562,5.3269658,0.0,35426
VIN0035427,2024-09-20 08:14:00,2024-09-20 08:21:00,1.6363892,5.4676729,0.0,35427
VIN0035428,2024-09-20 08:21:00,2024-09-20 08:23:00,1.1512444,0.0,0.0,35428
VIN0035429,2024-09-20 08:23:00,2024-09-20 08:28:00,1.428834,3.5429105,0.0,35429
VIN0035430,2024-09-20 08:28:00,2024-09-20 08:33:00,1.2805733,4.173458,0.0,35430
VIN0035431,2024-09-20 08:33:00,2024-09-20 08:39:00,1.2999108,4.6708807,0.0,35431
VIN0035432,2024-09-20 08:39:00,2024-09-20 08:45:00,1.4918653,4.6763161,0.0,35432
VIN0035433,2024-09-20 08:45:00,2024-09-20 08:51:00,1.3915254,4.231371,0.0,35433
VIN0035434,2024-09-20 08:51:00,2024-09-20 08:56:00,1.2421116,3.4614182,0.0,35434
VIN0035435,2024-09-20 08:56:00,2024-09-20 08:57:00,1.666183,0.0,0.0,35435
VIN0035436,2024-09-20 08:57:00,2024-09-20 09:03:00,1.4090493,4.8690902,0.0,35436
VIN0035437,2024-09-20 09:03:00,2024-09-20 09:09:00,1.621037,4.1670207,0.0,35437
VIN0035438,2024-09-20 09:09:00,2024-09-20 09:14:00,1.6718234,3.1968614,0.0,35438
VIN0035439,2024-09-20 09:14:00,2024-09-20 09:20:00,1.1013757,4.9560572,0.0,35439
VIN0035440,2024-09-20 09:20:00,2024-09-20 09:25:00,1.60885,2.8696799,0.0,35440
VIN0035441,2024-09-20 09:25:00,2024-09-20 09:30:00,1.3289904,4.3281835,0.0,35441
VIN0035442,2024-09-20 09:30:00,2024-09-20 09:38:00,1.2441807,6.2517432,0.0,35442
VIN0035443,2024-09-20 09:38:00,2024-09-20 09:44:00,1.4253497,4.2745909,0.0,35443
VIN0035444,2024-09-20 09:44:00,2024-09-20 09:49:00,1.4703515,3.7307709,0.0,35444
VIN0035445,2024-09-20 09:49:00,2024-09-20 09:55:00,1.527381,4.9996842,0.0,35445
VIN0035446,2024-09-20 09:55:00,2024-09-20 10:00:00,1.1440671,3.8038098,0.0,35446
VIN0035447,2024-09-20 10:00:00,2024-09-20 10:02:00,1.4659602,0.0,0.0,35447
VIN0035448,2024-09-20 10:02:00,2024-09-20 10:07:00,1.2742044,4.1708485,0.0,35448
VIN0035449,2024-09-20 10:07:00,2024-09-20 10:12:00,1.2230588,3.8202533,0.0,35449
VIN0035450,2024-09-20 10:12:00,2024-09-20 10:17:00,1.3561847,3.0829166,0.0,35450
VIN0035451,2024-09-20 10:17:00,2024-09-20 10:22:00,1.3712055,3.8954514,0.0,35451
VIN0035452,2024-09-20 10:22:00,2024-09-20 10:28:00,1.85777,4.4591651,0.0,35452
VIN0035453,2024-09-20 10:28:00,2024-09-20 10:34:00,1.2826853,4.3969063,0.0,35453
VIN0035454,2024-09-20 10:34:00,2024-09-20 10:37:00,1.3516957,1.9428389,0.0,35454
VIN0035455,2024-09-20 10:37:00,2024-09-20 10:44:00,1.4812724,4.8922318,0.0,35455
VIN0035456,2024-09-20 10:44:00,2024-09-20 10:45:00,1.5632554,0.0,0.0,35456
VIN0035457,2024-09-20 10:45:00,2024-09-20 10:50:00,1.7351416,2.9558897,0.0,35457
VIN0035458,2024-09-20 10:50:00,2024-09-20 10:56:00,1.3555681,4.6681377,0.0,35458
VIN0035459,2024-09-20 10:56:00,2024-09-20 10:57:00,1.5670329,0.0,0.0,35459
VIN0035460,2024-09-20 10:57:00,2024-09-20 11:04:00,1.6860286,4.4790444,0.0,35460
VIN0035461,2024-09-20 11:04:00,2024-09-20 11:09:00,1.379477,4.132263,0.0,35461
VIN0035462,2024-09-20 11:09:00,2024-09-20 11:15:00,1.3789798,4.3996474,0.0,35462
VIN0035463,2024-09-20 11:15:00,2024-09-20 11:20:00,1.6282523,3.3889205,0.0,35463
VIN0035464,2024-09-20 11:20:00,2024-09-20 11:24:00,1.1710445,2.6346029,0.0,35464
VIN0035465,2024-09-20 11:24:00,2024-09-20 11:30:00,1.5596677,5.1193533,0.0,35465
VIN0035466,2024-09-20 11:30:00,2024-09-20 11:32:00,1.3343783,0.0,0.0,35466
VIN0035467,2024-09-20 11:32:00,2024-09-20 11:33:00,1.2817619,0.0,0.0,35467
VIN0035468,2024-09-20 11:33:00,2024-09-20 11:39:00,1.2803193,4.6902316,0.0,35468
VIN0035469,2024-09-20 11:39:00,2024-09-20 11:44:00,1.2311415,3.6325899,0.0,35469
VIN0035470,2024-09-20 11:44:00,2024-09-20 11:51:00,1.6334095,5.2931414,0.0,35470
VIN0035471,2024-09-20 11:51:00,2024-09-20 11:52:00,1.4097363,0.0,0.0,35471
VIN0035472,2024-09-20 11:52:00,2024-09-20 11:57:00,1.6510413,3.1997154,0.0,35472
VIN0035473,2024-09-20 11:57:00,2024-09-20 11:58:00,1.1824109,0.0,0.0,35473
VIN0035474,2024-09-20 11:58:00,2024-09-20 12:00:00,1.509829,0.0,0.0,35474
