VIN,planned_date,planned_sequence_in_day,planned_global_sequence,model,color,priority,actual_body_sequence,actual_paint_sequence
VIN0040821,2024-11-04,92,40821,C-EV,Red,Normal,40821,40821
VIN0040822,2024-11-04,93,40822,C-EV,White,Normal,40822,40822
VIN0040823,2024-11-04,94,40823,C-EV,Black,Normal,40823,40823
VIN0040824,2024-11-04,95,40824,C-EV,Silver,Normal,40824,40824
VIN0040825,2024-11-04,96,40825,B-SUV,White,Normal,40825,40825
VIN0040826,2024-11-04,97,40826,A-Sedan,Silver,Normal,40826,40826
VIN0040827,2024-11-04,98,40827,B-SUV,Silver,Normal,40827,40827
VIN0040828,2024-11-04,99,40828,C-EV,Blue,Normal,40828,40828
VIN0040829,2024-11-04,100,40829,B-SUV,Silver,Normal,40829,40829
VIN0040830,2024-11-04,101,40830,C-EV,Black,Normal,40830,40830
VIN0040831,2024-11-04,102,40831,B-SUV,Orange,Normal,40831,40831
VIN0040832,2024-11-04,103,40832,A-Sedan,Red,Normal,40832,40832
VIN0040833,2024-11-04,104,40833,A-Sedan,Red,Normal,40833,40833
VIN0040834,2024-11-04,105,40834,A-Sedan,Black,Normal,40834,40834
VIN0040835,2024-11-04,106,40835,C-EV,Silver,Normal,40835,40835
VIN0040836,2024-11-04,107,40836,B-SUV,Black,Normal,40836,40836
VIN0040837,2024-11-04,108,40837,B-SUV,Silver,Normal,40837,40837
VIN0040838,2024-11-04,109,40838,C-EV,Grey,Normal,40838,40838
VIN0040839,2024-11-04,110,40839,A-Sedan,White,Normal,40839,40839
VIN0040840,2024-11-04,111,40840,C-EV,Red,Normal,40840,40840
VIN0040841,2024-11-04,112,40841,B-SUV,Red,Normal,40841,40841
VIN0040842,2024-11-04,113,40842,A-Sedan,Green,Normal,40842,40842
VIN0040843,2024-11-04,114,40843,C-EV,White,Normal,40843,40843
VIN0040844,2024-11-04,115,40844,A-Sedan,Green,Normal,40844,40844
VIN0040845,2024-11-04,116,40845,A-Sedan,Grey,Normal,40845,40845
VIN0040846,2024-11-04,117,40846,A-Sedan,Black,Normal,40846,40846
VIN0040847,2024-11-04,118,40847,B-SUV,Black,Normal,40847,40847
VIN0040848,2024-11-04,119,40848,B-SUV,White,Normal,40848,40848
VIN0040849,2024-11-04,120,40849,A-Sedan,White,Expedite,40849,40849
VIN0040850,2024-11-04,121,40850,A-Sedan,Black,Normal,40850,40850
VIN0040851,2024-11-04,122,40851,A-Sedan,Red,Normal,40851,40851
VIN0040852,2024-11-04,123,40852,B-SUV,Blue,Normal,40852,40852
VIN0040853,2024-11-04,124,40853,A-Sedan,Grey,Normal,40853,40853
VIN0040854,2024-11-04,125,40854,C-EV,Silver,Normal,40854,40854
VIN0040855,2024-11-04,126,40855,C-EV,Grey,Normal,40855,40855
VIN0040856,2024-11-04,127,40856,C-EV,Red,Normal,40856,40856
VIN0040857,2024-11-04,128,40857,C-EV,Black,Normal,40857,40857
VIN0040858,2024-11-04,129,40858,B-SUV,Grey,Normal,40858,40858
VIN0040859,2024-11-04,130,40859,A-Sedan,Blue,Normal,40859,40859
VIN0040860,2024-11-04,131,40860,A-Sedan,Black,Normal,40860,40860
VIN0040861,2024-11-04,132,40861,B-SUV,Green,Normal,40861,40861
VIN0040862,2024-11-04,133,40862,A-Sedan,White,Normal,40862,40862
VIN0040863,2024-11-04,134,40863,A-Sedan,Silver,Normal,40863,40863
VIN0040864,2024-11-04,135,40864,B-SUV,Blue,Normal,40864,40864
VIN0040865,2024-11-04,136,40865,A-Sedan,Grey,Normal,40872,40872
VIN0040866,2024-11-04,137,40866,B-SUV,Black,Normal,40865,40865
VIN0040867,2024-11-04,138,40867,C-EV,Black,Normal,40866,40866
VIN0040868,2024-11-04,139,40868,B-SUV,Black,Normal,40867,40867
VIN0040869,2024-11-04,140,40869,A-Sedan,Silver,Normal,40868,40868
VIN0040870,2024-11-04,141,40870,C-EV,Orange,Normal,40869,40869
VIN0040871,2024-11-04,142,40871,C-EV,Red,Normal,40870,40870
VIN0040872,2024-11-04,143,40872,B-SUV,White,Normal,40871,40871
VIN0040873,2024-11-04,144,40873,A-Sedan,Red,Normal,40873,40873
VIN0040874,2024-11-04,145,40874,A-Sedan,Red,Normal,40874,40874
VIN0040875,2024-11-04,146,40875,A-Sedan,Grey,Normal,40875,40875
VIN0040876,2024-11-04,147,40876,B-SUV,Blue,Normal,40876,40876
VIN0040877,2024-11-04,148,40877,C-EV,Grey,Normal,40877,40877
VIN0040878,2024-11-04,149,40878,A-Sedan,Silver,Normal,40878,40878
VIN0040879,2024-11-04,150,40879,A-Sedan,Orange,Normal,40879,40879
VIN0040880,2024-11-04,151,40880,A-Sedan,Grey,Normal,40880,40880
VIN0040881,2024-11-04,152,40881,C-EV,White,Normal,40881,40881
VIN0040882,2024-11-05,1,40882,B-SUV,White,Normal,40882,40882
VIN0040883,2024-11-05,2,40883,B-SUV,Red,Normal,40883,40883
VIN0040884,2024-11-05,3,40884,B-SUV,Red,Normal,40884,40884
VIN0040885,2024-11-05,4,40885,A-Sedan,White,Normal,40885,40885
VIN0040886,2024-11-05,5,40886,B-SUV,Orange,Normal,40886,40886
VIN0040887,2024-11-05,6,40887,A-Sedan,Blue,Normal,40887,40887
VIN0040888,2024-11-05,7,40888,C-EV,Black,Normal,40888,40888
VIN0040889,2024-11-05,8,40889,A-Sedan,White,Normal,40889,40889
VIN0040890,2024-11-05,9,40890,A-Sedan,Orange,Normal,40890,40890
VIN0040891,2024-11-05,10,40891,A-Sedan,Grey,Normal,40891,40891
VIN0040892,2024-11-05,11,40892,B-SUV,White,Normal,40892,40892
VIN0040893,2024-11-05,12,40893,A-Sedan,Black,Normal,40893,40893
VIN0040894,2024-11-05,13,40894,B-SUV,Silver,Normal,40894,40894
VIN0040895,2024-11-05,14,40895,B-SUV,Blue,Normal,40895,40895
VIN0040896,2024-11-05,15,40896,C-EV,Red,Normal,40896,40896
VIN0040897,2024-11-05,16,40897,A-Sedan,White,Normal,40898,40898
VIN0040898,2024-11-05,17,40898,A-Sedan,Black,Normal,40897,40897
VIN0040899,2024-11-05,18,40899,B-SUV,Black,Normal,40911,40911
VIN0040900,2024-11-05,19,40900,A-Sedan,Red,Normal,40899,40899
VIN0040901,2024-11-05,20,40901,A-Sedan,Blue,Expedite,40900,40900
VIN0040902,2024-11-05,21,40902,B-SUV,White,Normal,40901,40901
VIN0040903,2024-11-05,22,40903,C-EV,White,Normal,40902,40902
VIN0040904,2024-11-05,23,40904,A-Sedan,Silver,Normal,40903,40903
VIN0040905,2024-11-05,24,40905,A-Sedan,White,Normal,40904,40904
VIN0040906,2024-11-05,25,40906,C-EV,Black,Normal,40905,40905
VIN0040907,2024-11-05,26,40907,A-Sedan,Red,Normal,40906,40906
VIN0040908,2024-11-05,27,40908,A-Sedan,Blue,Normal,40907,40907
VIN0040909,2024-11-05,28,40909,A-Sedan,Black,Normal,40908,40908
VIN0040910,2024-11-05,29,40910,C-EV,Orange,Normal,40909,40909
VIN0040911,2024-11-05,30,40911,B-SUV,Grey,Normal,40910,40910
VIN0040912,2024-11-05,31,40912,A-Sedan,Red,Normal,40912,40912
VIN0040913,2024-11-05,32,40913,B-SUV,Black,Normal,40913,40913
VIN0040914,2024-11-05,33,40914,B-SUV,Silver,Expedite,40914,40914
VIN0040915,2024-11-05,34,40915,C-EV,White,Normal,40915,40915
VIN0040916,2024-11-05,35,40916,B-SUV,Grey,Normal,40916,40916
VIN0040917,2024-11-05,36,40917,C-EV,White,Normal,40917,40917
VIN0040918,2024-11-05,37,40918,C-EV,White,Normal,40918,40918
VIN0040919,2024-11-05,38,40919,A-Sedan,White,Normal,40919,40919
VIN0040920,2024-11-05,39,40920,B-SUV,Silver,Normal,40920,40920
VIN0040921,2024-11-05,40,40921,B-SUV,Blue,Normal,40921,40921
VIN0040922,2024-11-05,41,40922,A-Sedan,Blue,Normal,40922,40922
VIN0040923,2024-11-05,42,40923,A-Sedan,Silver,Normal,40923,40923
VIN0040924,2024-11-05,43,40924,A-Sedan,Black,Normal,40924,40924
VIN0040925,2024-11-05,44,40925,B-SUV,White,Normal,40925,40925
VIN0040926,2024-11-05,45,40926,C-EV,Black,Normal,40926,40926
VIN0040927,2024-11-05,46,40927,A-Sedan,Black,Normal,40927,40927
VIN0040928,2024-11-05,47,40928,A-Sedan,Red,Normal,40928,40928
VIN0040929,2024-11-05,48,40929,C-EV,Blue,Normal,40929,40929
VIN0040930,2024-11-05,49,40930,A-Sedan,White,Expedite,40930,40930
VIN0040931,2024-11-05,50,40931,B-SUV,White,Normal,40931,40931
VIN0040932,2024-11-05,51,40932,C-EV,Silver,Normal,40932,40932
VIN0040933,2024-11-05,52,40933,B-SUV,White,Normal,40933,40933
VIN0040934,2024-11-05,53,40934,B-SUV,Orange,Normal,40934,40934
VIN0040935,2024-11-05,54,40935,C-EV,Silver,Normal,40935,40935
VIN0040936,2024-11-05,55,40936,A-Sedan,Black,Normal,40936,40936
VIN0040937,2024-11-05,56,40937,B-SUV,White,Normal,40937,40937
VIN0040938,2024-11-05,57,40938,B-SUV,Green,Normal,40938,40938
VIN0040939,2024-11-05,58,40939,A-Sedan,Green,Normal,40941,40941
VIN0040940,2024-11-05,59,40940,C-EV,Red,Normal,40939,40939
VIN0040941,2024-11-05,60,40941,C-EV,White,Normal,40944,40944
VIN0040942,2024-11-05,61,40942,C-EV,Blue,Normal,40940,40940
VIN0040943,2024-11-05,62,40943,B-SUV,Grey,Normal,40942,40942
VIN0040944,2024-11-05,63,40944,B-SUV,White,Normal,40943,40943
VIN0040945,2024-11-05,64,40945,A-Sedan,Grey,Normal,40945,40945
VIN0040946,2024-11-05,65,40946,A-Sedan,Silver,Normal,40946,40946
VIN0040947,2024-11-05,66,40947,A-Sedan,Silver,Normal,40947,40947
VIN0040948,2024-11-05,67,40948,C-EV,Orange,Normal,40948,40948
VIN0040949,2024-11-05,68,40949,B-SUV,Blue,Normal,40949,40949
VIN0040950,2024-11-05,69,40950,C-EV,Red,Hold,40950,40950
VIN0040951,2024-11-05,70,40951,A-Sedan,Black,Normal,40951,40951
VIN0040952,2024-11-05,71,40952,B-SUV,Orange,Normal,40952,40952
VIN0040953,2024-11-05,72,40953,A-Sedan,Silver,Normal,40953,40953
VIN0040954,2024-11-05,73,40954,B-SUV,White,Normal,40954,40954
VIN0040955,2024-11-05,74,40955,B-SUV,White,Expedite,40955,40955
VIN0040956,2024-11-05,75,40956,A-Sedan,Silver,Normal,40956,40956
VIN0040957,2024-11-05,76,40957,C-EV,Red,Normal,40957,40957
VIN0040958,2024-11-05,77,40958,B-SUV,White,Normal,40960,40960
VIN0040959,2024-11-05,78,40959,B-SUV,White,Normal,40958,40958
VIN0040960,2024-11-05,79,40960,A-Sedan,Black,Normal,40959,40959
VIN0040961,2024-11-05,80,40961,B-SUV,Orange,Normal,40961,40961
VIN0040962,2024-11-05,81,40962,A-Sedan,White,Normal,40962,40962
VIN0040963,2024-11-05,82,40963,A-Sedan,Orange,Normal,40963,40963
VIN0040964,2024-11-05,83,40964,B-SUV,Blue,Normal,40964,40964
VIN0040965,2024-11-05,84,40965,A-Sedan,White,Normal,40965,40965
VIN0040966,2024-11-05,85,40966,B-SUV,Silver,Normal,40966,40966
VIN0040967,2024-11-05,86,40967,B-SUV,Silver,Normal,40967,40967
VIN0040968,2024-11-05,87,40968,B-SUV,Black,Normal,40968,40968
VIN0040969,2024-11-05,88,40969,A-Sedan,White,Normal,40969,40969
VIN0040970,2024-11-05,89,40970,A-Sedan,Red,Normal,40970,40970
VIN0040971,2024-11-05,90,40971,C-EV,White,Normal,40971,40971
VIN0040972,2024-11-05,91,40972,A-Sedan,White,Normal,40972,40972
VIN0040973,2024-11-05,92,40973,A-Sedan,White,Normal,40973,40973
VIN0040974,2024-11-05,93,40974,A-Sedan,Black,Normal,40974,40974
VIN0040975,2024-11-05,94,40975,A-Sedan,Blue,Normal,40975,40975
VIN0040976,2024-11-05,95,40976,A-Sedan,Orange,Normal,40976,40976
VIN0040977,2024-11-05,96,40977,B-SUV,Blue,Normal,40977,40977
VIN0040978,2024-11-05,97,40978,C-EV,Green,Normal,40978,40978
VIN0040979,2024-11-05,98,40979,A-Sedan,Black,Normal,40979,40979
VIN0040980,2024-11-05,99,40980,A-Sedan,White,Normal,40980,40980
VIN0040981,2024-11-05,100,40981,A-Sedan,Blue,Normal,40981,40981
VIN0040982,2024-11-05,101,40982,A-Sedan,Orange,Normal,40982,40982
VIN0040983,2024-11-05,102,40983,B-SUV,Red,Normal,40983,40983
VIN0040984,2024-11-05,103,40984,B-SUV,Black,Normal,40984,40984
VIN0040985,2024-11-05,104,40985,A-Sedan,Orange,Normal,40985,40985
VIN0040986,2024-11-05,105,40986,C-EV,Silver,Normal,40986,40986
VIN0040987,2024-11-05,106,40987,A-Sedan,Grey,Normal,40987,40987
VIN0040988,2024-11-05,107,40988,B-SUV,Grey,Normal,40988,40988
VIN0040989,2024-11-05,108,40989,A-Sedan,Green,Normal,40989,40989
VIN0040990,2024-11-05,109,40990,A-Sedan,Black,Normal,40990,40990
VIN0040991,2024-11-05,110,40991,A-Sedan,White,Normal,40991,40991
VIN0040992,2024-11-05,111,40992,A-Sedan,Silver,Normal,40992,40992
VIN0040993,2024-11-05,112,40993,A-Sedan,Orange,Normal,40993,40993
VIN0040994,2024-11-05,113,40994,B-SUV,White,Normal,40994,40994
VIN0040995,2024-11-05,114,40995,A-Sedan,Grey,Normal,40995,40995
VIN0040996,2024-11-05,115,40996,C-EV,Silver,Normal,40996,40996
VIN0040997,2024-11-05,116,40997,B-SUV,Silver,Normal,40997,40997
VIN0040998,2024-11-05,117,40998,A-Sedan,Red,Normal,40998,40998
VIN0040999,2024-11-05,118,40999,B-SUV,White,Normal,40999,40999
VIN0041000,2024-11-05,119,41000,A-Sedan,Red,Normal,41007,41007
VIN0041001,2024-11-05,120,41001,B-SUV,Green,Normal,41000,41000
VIN0041002,2024-11-05,121,41002,B-SUV,Blue,Normal,41001,41001
VIN0041003,2024-11-05,122,41003,B-SUV,White,Normal,41002,41002
VIN0041004,2024-11-05,123,41004,A-Sedan,Black,Normal,41003,41003
VIN0041005,2024-11-05,124,41005,B-SUV,White,Normal,41004,41004
VIN0041006,2024-11-05,125,41006,C-EV,Red,Normal,41005,41005
VIN0041007,2024-11-05,126,41007,B-SUV,Blue,Normal,41006,41006
VIN0041008,2024-11-05,127,41008,B-SUV,White,Normal,41008,41008
VIN0041009,2024-11-05,128,41009,A-Sedan,White,Normal,41009,41009
VIN0041010,2024-11-05,129,41010,A-Sedan,Blue,Normal,41010,41010
VIN0041011,2024-11-05,130,41011,B-SUV,Silver,Normal,41011,41011
VIN0041012,2024-11-05,131,41012,C-EV,Red,Normal,41013,41013
VIN0041013,2024-11-05,132,41013,A-Sedan,Green,Normal,41012,41012
VIN0041014,2024-11-05,133,41014,C-EV,Black,Normal,41014,41014
VIN0041015,2024-11-05,134,41015,A-Sedan,Blue,Normal,41015,41015
VIN0041016,2024-11-05,135,41016,A-Sedan,White,Normal,41016,41016
VIN0041017,2024-11-05,136,41017,A-Sedan,Silver,Normal,41017,41017
VIN0041018,2024-11-05,137,41018,A-Sedan,Blue,Normal,41018,41018
VIN0041019,2024-11-05,138,41019,B-SUV,Red,Normal,41019,41019
VIN0041020,2024-11-05,139,41020,B-SUV,Orange,Normal,41020,41020
VIN0041021,2024-11-05,140,41021,B-SUV,Black,Expedite,41021,41021
VIN0041022,2024-11-05,141,41022,A-Sedan,Red,Normal,41022,41022
VIN0041023,2024-11-05,142,41023,B-SUV,Grey,Hold,41023,41023
VIN0041024,2024-11-05,143,41024,B-SUV,Blue,Normal,41024,41024
VIN0041025,2024-11-05,144,41025,B-SUV,Grey,Normal,41025,41025
VIN0041026,2024-11-05,145,41026,B-SUV,White,Normal,41026,41026
VIN0041027,2024-11-05,146,41027,A-Sedan,Green,Normal,41027,41027
VIN0041028,2024-11-05,147,41028,B-SUV,Red,Normal,41028,41028
VIN0041029,2024-11-06,1,41029,B-SUV,Grey,Normal,41029,41029
VIN0041030,2024-11-06,2,41030,C-EV,Orange,Normal,41030,41030
VIN0041031,2024-11-06,3,41031,A-Sedan,Black,Normal,41031,41031
VIN0041032,2024-11-06,4,41032,B-SUV,Grey,Normal,41032,41032
VIN0041033,2024-11-06,5,41033,A-Sedan,White,Normal,41033,41033
VIN0041034,2024-11-06,6,41034,B-SUV,Green,Normal,41034,41034
VIN0041035,2024-11-06,7,41035,B-SUV,Grey,Normal,41035,41035
VIN0041036,2024-11-06,8,41036,A-Sedan,Orange,Normal,41036,41036
VIN0041037,2024-11-06,9,41037,C-EV,Black,Normal,41037,41037
VIN0041038,2024-11-06,10,41038,B-SUV,Black,Normal,41038,41038
VIN0041039,2024-11-06,11,41039,B-SUV,Orange,Hold,41039,41039
VIN0041040,2024-11-06,12,41040,B-SUV,Grey,Normal,41044,41044
VIN0041041,2024-11-06,13,41041,C-EV,Blue,Normal,41040,41040
VIN0041042,2024-11-06,14,41042,C-EV,Silver,Normal,41041,41041
VIN0041043,2024-11-06,15,41043,C-EV,Black,Normal,41042,41042
VIN0041044,2024-11-06,16,41044,B-SUV,White,Normal,41043,41043
VIN0041045,2024-11-06,17,41045,B-SUV,Green,Normal,41045,41045
VIN0041046,2024-11-06,18,41046,A-Sedan,White,Normal,41046,41046
VIN0041047,2024-11-06,19,41047,A-Sedan,Grey,Normal,41047,41047
VIN0041048,2024-11-06,20,41048,C-EV,Black,Normal,41049,41049
VIN0041049,2024-11-06,21,41049,B-SUV,Red,Normal,41048,41048
VIN0041050,2024-11-06,22,41050,B-SUV,White,Normal,41050,41050
VIN0041051,2024-11-06,23,41051,A-Sedan,Black,Normal,41051,41051
VIN0041052,2024-11-06,24,41052,B-SUV,Black,Normal,41052,41052
VIN0041053,2024-11-06,25,41053,B-SUV,White,Normal,41053,41053
VIN0041054,2024-11-06,26,41054,C-EV,Green,Normal,41054,41054
VIN0041055,2024-11-06,27,41055,B-SUV,Blue,Hold,41055,41055
VIN0041056,2024-11-06,28,41056,B-SUV,Red,Normal,41056,41056
VIN0041057,2024-11-06,29,41057,B-SUV,Silver,Normal,41057,41057
VIN0041058,2024-11-06,30,41058,A-Sedan,Red,Normal,41058,41058
VIN0041059,2024-11-06,31,41059,B-SUV,Silver,Normal,41059,41059
VIN0041060,2024-11-06,32,41060,B-SUV,Silver,Normal,41060,41060
VIN0041061,2024-11-06,33,41061,A-Sedan,Black,Normal,41061,41061
VIN0041062,2024-11-06,34,41062,B-SUV,Red,Normal,41062,41062
VIN0041063,2024-11-06,35,41063,B-SUV,Silver,Normal,41063,41063
VIN0041064,2024-11-06,36,41064,B-SUV,Silver,Normal,41064,41064
VIN0041065,2024-11-06,37,41065,A-Sedan,Orange,Normal,41075,41075
VIN0041066,2024-11-06,38,41066,B-SUV,Blue,Hold,41065,41065
VIN0041067,2024-11-06,39,41067,A-Sedan,Grey,Normal,41076,41076
VIN0041068,2024-11-06,40,41068,B-SUV,White,Normal,41066,41066
VIN0041069,2024-11-06,41,41069,B-SUV,Red,Normal,41067,41067
VIN0041070,2024-11-06,42,41070,C-EV,Black,Normal,41068,41068
VIN0041071,2024-11-06,43,41071,A-Sedan,Blue,Normal,41069,41069
VIN0041072,2024-11-06,44,41072,A-Sedan,Black,Normal,41070,41070
VIN0041073,2024-11-06,45,41073,A-Sedan,Blue,Normal,41085,41085
VIN0041074,2024-11-06,46,41074,A-Sedan,Silver,Normal,41071,41071
VIN0041075,2024-11-06,47,41075,A-Sedan,White,Normal,41072,41072
VIN0041076,2024-11-06,48,41076,A-Sedan,Red,Hold,41073,41073
VIN0041077,2024-11-06,49,41077,B-SUV,Black,Normal,41074,41074
VIN0041078,2024-11-06,50,41078,B-SUV,White,Normal,41080,41080
VIN0041079,2024-11-06,51,41079,A-Sedan,Black,Normal,41077,41077
VIN0041080,2024-11-06,52,41080,A-Sedan,White,Normal,41078,41078
VIN0041081,2024-11-06,53,41081,B-SUV,Green,Normal,41079,41079
VIN0041082,2024-11-06,54,41082,C-EV,Grey,Normal,41081,41081
VIN0041083,2024-11-06,55,41083,B-SUV,Black,Normal,41082,41082
VIN0041084,2024-11-06,56,41084,A-Sedan,Black,Normal,41083,41083
VIN0041085,2024-11-06,57,41085,C-EV,White,Normal,41084,41084
VIN0041086,2024-11-06,58,41086,A-Sedan,Green,Normal,41086,41086
VIN0041087,2024-11-06,59,41087,A-Sedan,Green,Normal,41087,41087
VIN0041088,2024-11-06,60,41088,B-SUV,Blue,Normal,41088,41088
VIN0041089,2024-11-06,61,41089,A-Sedan,Black,Normal,41089,41089
VIN0041090,2024-11-06,62,41090,A-Sedan,Grey,Normal,41090,41090
VIN0041091,2024-11-06,63,41091,A-Sedan,White,Normal,41091,41091
VIN0041092,2024-11-06,64,41092,B-SUV,Red,Normal,41092,41092
VIN0041093,2024-11-06,65,41093,B-SUV,Grey,Normal,41093,41093
VIN0041094,2024-11-06,66,41094,C-EV,Silver,Normal,41094,41094
VIN0041095,2024-11-06,67,41095,A-Sedan,Grey,Normal,41095,41095
VIN0041096,2024-11-06,68,41096,A-Sedan,Blue,Normal,41096,41096
VIN0041097,2024-11-06,69,41097,A-Sedan,Red,Normal,41097,41097
VIN0041098,2024-11-06,70,41098,B-SUV,Silver,Normal,41098,41098
VIN0041099,2024-11-06,71,41099,A-Sedan,Green,Normal,41099,41099
VIN0041100,2024-11-06,72,41100,B-SUV,Blue,Normal,41110,41110
VIN0041101,2024-11-06,73,41101,A-Sedan,Orange,Normal,41100,41100
VIN0041102,2024-11-06,74,41102,B-SUV,Green,Normal,41101,41101
VIN0041103,2024-11-06,75,41103,C-EV,White,Normal,41102,41102
VIN0041104,2024-11-06,76,41104,A-Sedan,Black,Normal,41103,41103
VIN0041105,2024-11-06,77,41105,B-SUV,Black,Normal,41104,41104
VIN0041106,2024-11-06,78,41106,B-SUV,Black,Expedite,41114,41114
VIN0041107,2024-11-06,79,41107,A-Sedan,Black,Normal,41105,41105
VIN0041108,2024-11-06,80,41108,A-Sedan,Blue,Normal,41106,41106
VIN0041109,2024-11-06,81,41109,A-Sedan,Black,Normal,41107,41107
VIN0041110,2024-11-06,82,41110,B-SUV,Blue,Normal,41108,41108
VIN0041111,2024-11-06,83,41111,A-Sedan,Silver,Normal,41109,41109
VIN0041112,2024-11-06,84,41112,A-Sedan,Black,Normal,41111,41111
VIN0041113,2024-11-06,85,41113,B-SUV,Silver,Normal,41112,41112
VIN0041114,2024-11-06,86,41114,C-EV,Silver,Normal,41113,41113
VIN0041115,2024-11-06,87,41115,B-SUV,Black,Normal,41115,41115
VIN0041116,2024-11-06,88,41116,A-Sedan,White,Normal,41116,41116
VIN0041117,2024-11-06,89,41117,A-Sedan,Orange,Normal,41117,41117
VIN0041118,2024-11-06,90,41118,B-SUV,Silver,Normal,41118,41118
VIN0041119,2024-11-06,91,41119,C-EV,White,Normal,41119,41119
VIN0041120,2024-11-06,92,41120,C-EV,Black,Normal,41120,41120
VIN0041121,2024-11-06,93,41121,C-EV,Blue,Normal,41121,41121
VIN0041122,2024-11-06,94,41122,A-Sedan,Red,Normal,41122,41122
VIN0041123,2024-11-06,95,41123,B-SUV,Silver,Normal,41123,41123
VIN0041124,2024-11-06,96,41124,A-Sedan,White,Normal,41124,41124
VIN0041125,2024-11-06,97,41125,A-Sedan,Orange,Normal,41125,41125
VIN0041126,2024-11-06,98,41126,B-SUV,Grey,Normal,41126,41126
VIN0041127,2024-11-06,99,41127,A-Sedan,White,Normal,41127,41127
VIN0041128,2024-11-06,100,41128,B-SUV,Blue,Normal,41128,41128
VIN0041129,2024-11-06,101,41129,A-Sedan,Silver,Hold,41129,41129
VIN0041130,2024-11-06,102,41130,C-EV,Black,Normal,41130,41130
VIN0041131,2024-11-06,103,41131,A-Sedan,White,Normal,41131,41131
VIN0041132,2024-11-06,104,41132,B-SUV,White,Normal,41132,41132
VIN0041133,2024-11-06,105,41133,A-Sedan,Grey,Normal,41133,41133
VIN0041134,2024-11-06,106,41134,C-EV,Red,Normal,41134,41134
VIN0041135,2024-11-06,107,41135,A-Sedan,Black,Normal,41135,41135
VIN0041136,2024-11-06,108,41136,C-EV,Black,Normal,41136,41136
VIN0041137,2024-11-06,109,41137,B-SUV,Grey,Normal,41137,41137
VIN0041138,2024-11-06,110,41138,A-Sedan,White,Normal,41138,41138
VIN0041139,2024-11-06,111,41139,C-EV,Green,Hold,41139,41139
VIN0041140,2024-11-06,112,41140,B-SUV,White,Normal,41140,41140
VIN0041141,2024-11-06,113,41141,A-Sedan,Orange,Normal,41141,41141
VIN0041142,2024-11-06,114,41142,B-SUV,White,Normal,41142,41142
VIN0041143,2024-11-06,115,41143,A-Sedan,Silver,Normal,41143,41143
VIN0041144,2024-11-06,116,41144,C-EV,Orange,Normal,41144,41144
VIN0041145,2024-11-06,117,41145,C-EV,White,Normal,41145,41145
VIN0041146,2024-11-06,118,41146,B-SUV,White,Normal,41146,41146
VIN0041147,2024-11-06,119,41147,C-EV,Black,Normal,41147,41147
VIN0041148,2024-11-06,120,41148,A-Sedan,Grey,Normal,41148,41148
VIN0041149,2024-11-06,121,41149,B-SUV,Silver,Normal,41149,41149
VIN0041150,2024-11-06,122,41150,A-Sedan,Black,Normal,41150,41150
VIN0041151,2024-11-06,123,41151,C-EV,Grey,Normal,41157,41157
VIN0041152,2024-11-06,124,41152,A-Sedan,Black,Normal,41151,41151
VIN0041153,2024-11-06,125,41153,B-SUV,Red,Normal,41152,41152
VIN0041154,2024-11-06,126,41154,A-Sedan,White,Normal,41153,41153
VIN0041155,2024-11-06,127,41155,A-Sedan,Silver,Normal,41154,41154
VIN0041156,2024-11-06,128,41156,A-Sedan,Black,Normal,41155,41155
VIN0041157,2024-11-06,129,41157,B-SUV,Black,Normal,41156,41156
VIN0041158,2024-11-06,130,41158,A-Sedan,Orange,Normal,41158,41158
VIN0041159,2024-11-06,131,41159,A-Sedan,Grey,Normal,41159,41159
VIN0041160,2024-11-06,132,41160,B-SUV,Blue,Expedite,41160,41160
VIN0041161,2024-11-06,133,41161,B-SUV,White,Normal,41161,41161
VIN0041162,2024-11-06,134,41162,A-Sedan,Black,Normal,41162,41162
VIN0041163,2024-11-06,135,41163,C-EV,White,Normal,41163,41163
VIN0041164,2024-11-06,136,41164,B-SUV,White,Normal,41164,41164
VIN0041165,2024-11-06,137,41165,B-SUV,Grey,Normal,41165,41165
VIN0041166,2024-11-06,138,41166,A-Sedan,Green,Normal,41166,41166
VIN0041167,2024-11-06,139,41167,A-Sedan,White,Normal,41167,41167
VIN0041168,2024-11-06,140,41168,A-Sedan,Black,Normal,41168,41168
VIN0041169,2024-11-06,141,41169,A-Sedan,Grey,Normal,41169,41169
VIN0041170,2024-11-06,142,41170,B-SUV,Black,Normal,41170,41170
VIN0041171,2024-11-06,143,41171,C-EV,Grey,Normal,41171,41171
VIN0041172,2024-11-06,144,41172,A-Sedan,Orange,Normal,41172,41172
VIN0041173,2024-11-06,145,41173,B-SUV,Red,Normal,41173,41173
VIN0041174,2024-11-06,146,41174,C-EV,Orange,Normal,41174,41174
VIN0041175,2024-11-06,147,41175,A-Sedan,Black,Normal,41176,41176
VIN0041176,2024-11-06,148,41176,B-SUV,Black,Normal,41175,41175
VIN0041177,2024-11-06,149,41177,A-Sedan,Black,Normal,41177,41177
VIN0041178,2024-11-06,150,41178,A-Sedan,Black,Normal,41181,41181
VIN0041179,2024-11-06,151,41179,A-Sedan,Orange,Normal,41178,41178
VIN0041180,2024-11-06,152,41180,B-SUV,Green,Normal,41179,41179
VIN0041181,2024-11-06,153,41181,A-Sedan,Black,Expedite,41180,41180
VIN0041182,2024-11-06,154,41182,C-EV,Red,Normal,41182,41182
